Label,final
cricket,"['langer', 'centuri', 'deflat', 'pakistan', 'first', 'test', 'perth', 'day', 'one', 'stump', 'australia', 'pakistan', 'local', 'open', 'steer', 'australia', 'ball', 'knock', 'includ', 'boundari', 'three', 'six', 'langer', 'put', 'run', 'sixth', 'wicket', 'adam', 'gilchrist', 'host', 'slump', 'shoaib', 'akhtar', 'revel', 'paci', 'pitch', 'return', 'figur', 'shoaib', 'fellow', 'paceman', 'mohammad', 'sami', 'held', 'sway', 'earli', 'pakistan', 'toss', 'insert', 'australia', 'langer', 'stood', 'firm', 'throughout', 'day', 'wrest', 'back', 'initi', 'display', 'rare', 'flair', 'hi', 'st', 'test', 'centuri', 'fourth', 'pakistan', 'reach', 'langer', 'pass', 'west', 'indi', 'skipper', 'brian', 'lara', 'run', 'becom', 'lead', 'test', 'runscor', 'remain', 'unbeaten', 'australia', 'inning', 'finish', 'friday', 'becom', 'nd', 'batsman', 'test', 'histori', 'carri', 'hi', 'bat', 'shoaib', 'claim', 'earli', 'victim', 'trap', 'matthew', 'hayden', 'lbw', 'four', 'rapid', 'overpitch', 'inswing', 'skipper', 'ricki', 'pont', 'langer', 'put', 'befor', 'pont', 'fell', 'sami', 'bowl', 'gate', 'play', 'expans', 'offdriv', 'sami', 'struck', 'hi', 'next', 'damien', 'martyn', 'caught', 'behind', 'shoaib', 'remov', 'darren', 'lehmann', 'bowl', 'michael', 'clark', 'caught', 'cheapli', 'australia', 'reel', 'langer', 'found', 'abl', 'alli', 'vice', 'captain', 'gilchrist', 'took', 'long', 'handl', 'host', 'predica', 'gilchrist', 'struck', 'boundari', 'hi', 'ball', 'stay', 'help', 'australia', 'along', 'befor', 'hi', 'stump', 'level', 'allround', 'abdul', 'razzaq', 'razzaq', 'soon', 'account', 'shane', 'warn', 'caught', 'bring', 'jason', 'gillespi', 'creas', 'mark', 'start', 'anoth', 'deflat', 'period', 'pakistan', 'gillespi', 'ball', 'langer', 'put', 'run', 'langer', 'find', 'middl', 'bat', 'sever', 'occas', 'punish', 'pakistan', 'hi', 'brutal', 'ondriven', 'six', 'sami', 'late', 'day', 'wa', 'hi', 'best', 'shot', 'even', 'gillespi', 'departur', 'shoaib', 'befor', 'stump', 'could', 'rais', 'pakistan', 'spirit', 'langer', 'partner', 'resumpt', 'play', 'day', 'two', 'mike', 'kasprowicz', 'wa', 'prefer', 'yet', 'fast', 'bowler', 'brett', 'lee', 'ricki', 'pont', 'justin', 'langer', 'matthew', 'hayden', 'damien', 'martyn', 'darren', 'lehmann', 'michael', 'clark', 'adam', 'gilchrist', 'shane', 'warn', 'jason', 'gillespi', 'michael', 'kasprowicz', 'glenn', 'mcgrath', 'th', 'man', 'brett', 'lee', 'inzamamulhaq', 'imran', 'farhat', 'salman', 'butt', 'youni', 'khan', 'yousuf', 'youhanna', 'abdul', 'razzaq', 'kamran', 'akmal', 'shoaib', 'akhtar', 'danish', 'kaneria', 'mohammad', 'sami', 'mohammad', 'khalil', 'th', 'man', 'yasir', 'hame']"
cricket,"['england', 'brink', 'defeat', 'tour', 'match', 'potchefstroom', 'day', 'three', 'three', 'rain', 'england', 'south', 'africa', 'martin', 'van', 'jaarsveld', 'wa', 'remov', 'duck', 'first', 'andrew', 'puttick', 'made', 'seven', 'four', 'justin', 'ontong', 'hit', 'four', 'four', 'fell', 'consecut', 'break', 'lightn', 'need', 'win', 'heavi', 'rain', 'arriv', 'england', 'dismiss', 'ad', 'michael', 'vaughan', 'ninth', 'two', 'four', 'six', 'en', 'rout', 'home', 'side', 'move', 'seren', 'faint', 'hope', 'escap', 'england', 'arriv', 'form', 'violent', 'clap', 'thunder', 'took', 'player', 'field', 'lightn', 'struck', 'field', 'next', 'ground', 'wa', 'rain', 'play', 'resum', 'within', 'minut', 'benefici', 'effect', 'tourist', 'two', 'wicket', 'fell', 'within', 'six', 'ball', 'puttick', 'wa', 'caught', 'behind', 'ontong', 'hook', 'steve', 'harmison', 'fineleg', 'boundari', 'ashley', 'gile', 'took', 'impress', 'run', 'catch', 'hi', 'left', 'vaughan', 'began', 'day', 'hi', 'team', 'ahead', 'three', 'wicket', 'intact', 'signal', 'hi', 'intent', 'veri', 'first', 'four', 'midon', 'six', 'longon', 'spin', 'ontong', 'hope', 'long', 'partnership', 'counti', 'colleagu', 'matthew', 'hoggard', 'end', 'fourth', 'morn', 'seamer', 'wa', 'caught', 'second', 'slip', 'fail', 'add', 'hi', 'overnight', 'three', 'pull', 'charl', 'willoughbi', 'midwicket', 'four', 'clip', 'away', 'reach', 'three', 'figur', 'vaughan', 'chase', 'wide', 'one', 'leftarm', 'end', 'edg', 'keeper', 'mark', 'boucher', 'spent', 'minut', 'creas', 'face', 'ball', 'trescothick', 'mp', 'vaughan', 'capt', 'aj', 'strauss', 'butcher', 'gp', 'thorp', 'flintoff', 'go', 'jone', 'wkt', 'af', 'gile', 'sp', 'jone', 'sj', 'harmison', 'mj', 'hoggard', 'ashwel', 'princ', 'capt', 'justin', 'ontong', 'mark', 'boucher', 'wkt', 'jp', 'dumini', 'charl', 'langeveldt', 'ethi', 'mbhalati', 'albi', 'morkel', 'andrew', 'puttick', 'alfonso', 'thoma', 'martin', 'van', 'jaarsveld', 'charl', 'willoughbi']"
cricket,"['india', 'clear', 'chittagong', 'game', 'indian', 'cricket', 'offici', 'given', 'clearanc', 'nation', 'team', 'play', 'chittagong', 'dure', 'tour', 'bangladesh', 'began', 'wednesday', 'team', 'receiv', 'alleg', 'death', 'threat', 'radic', 'muslim', 'group', 'foreign', 'ministri', 'satisfi', 'secur', 'arrang', 'dhaka', 'first', 'test', 'begin', 'friday', 'team', 'given', 'green', 'light', 'game', 'schedul', 'chittagong', 'stage', 'second', 'test', 'first', 'oneday', 'intern', 'receiv', 'assess', 'indian', 'secur', 'team', 'went', 'chittagong', 'made', 'full', 'assess', 'secur', 'arrang', 'consult', 'bangladesh', 'author', 'basi', 'secur', 'team', 'report', 'govern', 'advis', 'bcci', 'go', 'ahead', 'match', 'chittagong', 'said', 'foreign', 'ministri', 'spokesman', 'navtej', 'sarna', 'inspect', 'cover', 'venu', 'hotel', 'area', 'indian', 'cricket', 'team', 'present', 'specif', 'recommend', 'tighten', 'secur', 'arrang', 'accept', 'bangladesh', 'author', 'letter', 'appar', 'previous', 'unknown', 'islam', 'group', 'harkatuljihad', 'arriv', 'indian', 'embassi', 'last', 'thursday', 'threaten', 'kill', 'player', 'reveng', 'riot', 'gujarat', 'india', 'three', 'year', 'ago', 'left', 'mani', 'muslim', 'dead', 'howev', 'bangladesh', 'high', 'commiss', 'said', 'threat', 'hoax', 'explos', 'attack', 'uncommon', 'bangladesh', 'peopl', 'kill', 'grenad', 'thrown', 'opposit', 'ralli', 'august', 'also', 'blast', 'cinema', 'arrest', 'made', 'islam', 'extremist', 'wide', 'blame', 'indian', 'cricket', 'visit', 'bangladesh', 'sever', 'time', 'recent', 'triangular', 'tournament', 'also', 'involv', 'south', 'africa']"
cricket,"['south', 'africa', 'far', 'strong', 'second', 'oneday', 'intern', 'durban', 'south', 'africa', 'beat', 'zimbabw', 'run', 'south', 'africa', 'lead', 'threematch', 'seri', 'smith', 'set', 'best', 'total', 'durban', 'oneday', 'intern', 'wa', 'given', 'fine', 'support', 'herschel', 'gibb', 'ad', 'befor', 'justin', 'kemp', 'hit', 'ball', 'zimbabw', 'finish', 'lose', 'run', 'barney', 'roger', 'topscor', 'south', 'africa', 'lead', 'seri', 'one', 'play', 'roger', 'put', 'first', 'wicket', 'stuart', 'matsikenyeri', 'partnership', 'soak', 'matsikenyeri', 'labour', 'minut', 'hi', 'inning', 'befor', 'offer', 'catch', 'bowl', 'albi', 'morkel', 'bowler', 'struck', 'soon', 'afterward', 'roger', 'clip', 'fullish', 'deliveri', 'wide', 'midon', 'nicki', 'boje', 'adam', 'bacher', 'took', 'brace', 'wicket', 'middl', 'order', 'simpli', 'play', 'pride', 'wa', 'tell', 'bacher', 'whose', 'militari', 'medium', 'pace', 'wa', 'even', 'experi', 'england', 'finish', 'full', 'allot', 'zimbabw', 'toss', 'start', 'day', 'well', 'ball', 'earli', 'reduc', 'south', 'african', 'th', 'smith', 'gibb', 'often', 'form', 'power', 'partnership', 'test', 'oneday', 'intern', 'backward', 'come', 'forward', 'launch', 'barrag', 'boundari', 'spinner', 'zimbabw', 'hamper', 'strike', 'bowler', 'tinash', 'panyangara', 'left', 'field', 'hi', 'fourth', 'back', 'strain', 'spinner', 'plenti', 'work', 'result', 'one', 'prosper', 'utseya', 'went', 'six', 'gibb', 'took', 'particular', 'like', 'befor', 'eventu', 'fall', 'roger', 'ball', 'seam', 'bowler', 'christoph', 'mpofu', 'took', 'hi', 'nine', 'wa', 'impress', 'main', 'bowl', 'final', 'inning', 'disappear', 'justin', 'kemp', 'equal', 'fastest', 'halfcenturi', 'south', 'african', 'hit', 'two', 'four', 'five', 'tower', 'six', 'brutal', 'display', 'hit', 'afterward', 'kemp', 'said', 'knew', 'noth', 'record', 'idea', 'admit', 'wa', 'think', 'smash', 'everi', 'ball', 'six', 'graem', 'smith', 'captain', 'adam', 'bacher', 'jacqu', 'rudolph', 'herschel', 'gibb', 'ashwel', 'princ', 'justin', 'kemp', 'mark', 'boucher', 'albi', 'morkel', 'nicki', 'boje', 'andrew', 'hall', 'charl', 'langeveldt', 'stuart', 'matsikenyeri', 'barney', 'roger', 'hamilton', 'masakadza', 'alest', 'maregwed', 'brendan', 'taylor', 'tatenda', 'taibu', 'captain', 'gavin', 'ewe', 'sean', 'william', 'tinash', 'panyangara', 'prosper', 'utseya', 'christoph', 'mpofu']"
cricket,"['jayasuriya', 'set', 'join', 'somerset', 'somerset', 'expect', 'announc', 'later', 'thursday', 'sri', 'lankan', 'batsman', 'sanath', 'jayasuriya', 'join', 'counti', 'start', 'season', 'chief', 'execut', 'peter', 'anderson', 'told', 'bbc', 'sport', 'club', 'would', 'releas', 'statement', 'matter', 'gmt', 'jayasuriya', 'probabl', 'fill', 'place', 'graem', 'smith', 'temporari', 'basi', 'south', 'african', 'due', 'arriv', 'late', 'may', 'captain', 'team', 'jayasuriya', 'reject', 'offer', 'play', 'scottish', 'saltir', 'jayasuriya', 'ha', 'play', 'test', 'averag', 'bat', 'take', 'wicket', 'hi', 'leftarm', 'spin', 'ha', 'also', 'play', 'oneday', 'intern', 'three', 'player', 'world', 'cricket', 'appear', 'attackmind', 'lefthand', 'ha', 'never', 'play', 'counti', 'cricket', 'befor', 'shape', 'golden', 'summer', 'sri', 'lankan', 'english', 'domest', 'cricket', 'upul', 'chandana', 'gloucestershir', 'chaminda', 'vaa', 'worcestershir', 'muttiah', 'muralitharan', 'lancashir', 'contract', 'kumar', 'sangakkara', 'mahela', 'jayawarden', 'also', 'report', 'look', 'opportun']"
cricket,"['batsman', 'van', 'jaarsveld', 'join', 'kent', 'south', 'african', 'batsman', 'martin', 'van', 'jaarsveld', 'ha', 'end', 'hi', 'intern', 'career', 'sign', 'contract', 'kent', 'yearold', 'move', 'england', 'kolpak', 'rule', 'mean', 'class', 'oversea', 'player', 'kent', 'chief', 'execut', 'paul', 'millman', 'refus', 'disclos', 'length', 'deal', 'told', 'bbc', 'sport', 'would', 'join', 'least', 'two', 'year', 'talk', 'time', 'wa', 'contract', 'stay', 'silent', 'continu', 'ha', 'releas', 'veri', 'happi', 'join', 'us', 'ha', 'commit', 'play', 'kent', 'van', 'jaarsveld', 'play', 'last', 'hi', 'nine', 'test', 'south', 'africa', 'england', 'decemb', 'ha', 'sinc', 'fallen', 'peck', 'order', 'need', 'continu', 'dress', 'room', 'five', 'oversea', 'player', 'last', 'year', 'freed', 'avail', 'us', 'whole', 'season', 'millman', 'ad', 'see', 'tour', 'go', 'around', 'world', 'veri', 'difficult', 'pinpoint', 'talent', 'long', 'period', 'time', 'thi', 'solut', 'kent', 'chairman', 'cricket', 'graham', 'johnson', 'ad', 'present', 'plan', 'engag', 'second', 'oversea', 'player', 'option', 'remain', 'avail', 'us', 'wish', 'shortterm', 'basi', 'van', 'jaarsveld', 'hit', 'run', 'seven', 'counti', 'championship', 'match', 'northamptonshir', 'last', 'year', 'said', 'opportun', 'return', 'counti', 'cricket', 'wa', 'good', 'turn', 'understood', 'futur', 'intern', 'prospect', 'might', 'limit', 'need', 'weigh', 'option', 'make', 'decis', 'wa', 'best', 'interest', 'longterm', 'futur', 'explain', 'van', 'jaarsveld', 'domest', 'side', 'south', 'africa', 'centurionbas', 'titan', 'said', 'batsman', 'may', 'play', 'futur', 'howev', 'would', 'class', 'oversea', 'player', 'republ']"
cricket,"['pietersen', 'give', 'england', 'chanc', 'lunch', 'england', 'hi', 'inning', 'came', 'rest', 'batsmen', 'fail', 'dismal', 'midin', 'point', 'pietersen', 'blast', 'four', 'six', 'six', 'deliveri', 'ad', 'run', 'seventh', 'wicket', 'ashley', 'gile', 'darren', 'gough', 'wa', 'rule', 'cold', 'wa', 'replac', 'steve', 'harmison', 'hall', 'bowl', 'harmison', 'duck', 'hall', 'bowl', 'ali', 'hi', 'pad', 'ali', 'hit', 'boundari', 'nel', 'fine', 'leg', 'misfield', 'middl', 'anoth', 'long', 'hall', 'final', 'ha', 'hi', 'reveng', 'bowl', 'pietersen', 'hall', 'return', 'fray', 'deposit', 'straight', 'six', 'pietersen', 'next', 'ball', 'steer', 'vacant', 'third', 'man', 'area', 'four', 'pietersen', 'clobber', 'nel', 'squar', 'leg', 'midwicket', 'four', 'ali', 'pietersen', 'hit', 'four', 'befor', 'ntini', 'deposit', 'high', 'long', 'hampshir', 'batsman', 'reach', 'scrambl', 'singl', 'give', 'hi', 'third', 'centuri', 'seri', 'pietersen', 'drive', 'kalli', 'full', 'toss', 'four', 'nick', 'anoth', 'ball', 'wide', 'boucher', 'second', 'boundari', 'pietersen', 'drive', 'ntini', 'wide', 'midoff', 'four', 'ntini', 'start', 'hi', 'third', 'spell', 'york', 'gile', 'thi', 'gile', 'reach', 'hi', 'best', 'score', 'pietersen', 'bring', 'partnership', 'six', 'hall', 'pietersen', 'launch', 'nel', 'longon', 'anoth', 'six', 'gile', 'drive', 'extra', 'cover', 'four', 'boundari', 'batsman', 'hall', 'underlin', 'qualiti', 'thi', 'centurion', 'pitch', 'pietersen', 'drive', 'nel', 'wide', 'midoff', 'four', 'gile', 'play', 'behind', 'squar', 'legsid', 'anoth', 'four', 'boje', 'finish', 'pietersen', 'collect', 'hi', 'third', 'oneday', 'fifti', 'singl', 'pollock', 'finish', 'pietersen', 'slog', 'sweep', 'boje', 'two', 'massiv', 'six', 'cow', 'corner', 'gile', 'thump', 'pollock', 'midon', 'four', 'bring', 'england', 'add', 'anoth', 'boundari', 'slash', 'gulli', 'batsmen', 'continu', 'trade', 'singl', 'singl', 'come', 'pollock', 'respit', 'tedium', 'thi', 'partnership', 'come', 'drink', 'brought', 'remain', 'england', 'mere', 'hope', 'bat', 'pollock', 'return', 'attack', 'england', 'onli', 'trade', 'singl', 'five', 'dot', 'ball', 'boje', 'singl', 'gile', 'england', 'onli', 'take', 'two', 'singl', 'ntini', 'boje', 'conced', 'two', 'run', 'bat', 'singl', 'wide', 'ntini', 'goe', 'six', 'run', 'hi', 'first', 'new', 'spell', 'pietersen', 'garner', 'solitari', 'singl', 'boje', 'fourth', 'gile', 'pietersen', 'bat', 'togeth', 'england', 'mountain', 'climb', 'collingwood', 'given', 'run', 'third', 'umpir', 'misunderstand', 'pietersen', 'collingwood', 'take', 'three', 'run', 'hall', 'four', 'singl', 'come', 'boje', 'second', 'coverdr', 'collingwood', 'nel', 'bring', 'batsman', 'four', 'run', 'boje', 'first', 'solanki', 'contriv', 'topedg', 'sweep', 'short', 'fine', 'leg', 'nel', 'get', 'anoth', 'good', 'pietersen', 'singl', 'bring', 'england', 'team', 'halfcenturi', 'perform', 'heroic', 'set', 'challeng', 'total', 'pietersen', 'pull', 'nel', 'longhop', 'four', 'pietersen', 'whip', 'straight', 'ball', 'hall', 'wide', 'midon', 'four', 'jone', 'topedg', 'pull', 'shot', 'nel', 'give', 'dolli', 'catch', 'kemp', 'squar', 'leg', 'hall', 'bowl', 'maiden', 'pietersen', 'nel', 'allow', 'singl', 'hi', 'second', 'hall', 'abl', 'get', 'econom', 'first', 'nel', 'strike', 'hi', 'first', 'strauss', 'get', 'underedg', 'tri', 'attack', 'short', 'ball', 'pull', 'shot', 'strauss', 'play', 'smart', 'legglanc', 'pollock', 'four', 'strauss', 'ha', 'hi', 'first', 'boundari', 'pull', 'ntini', 'four', 'dot', 'ball', 'jone', 'squarecut', 'pollock', 'four', 'ntini', 'get', 'hi', 'second', 'maiden', 'england', 'run', 'rate', 'declin', 'despar', 'proport', 'boje', 'miss', 'golden', 'opportun', 'run', 'strauss', 'nonstrik', 'sold', 'dummi', 'jone', 'strauss', 'drop', 'kemp', 'gulli', 'two', 'singl', 'come', 'pollock', 'strauss', 'jone', 'play', 'watch', 'cricket', 'ntini', 'bowl', 'maiden', 'strauss', 'pollock', 'second', 'cost', 'two', 'jone', 'flick', 'ntini', 'high', 'squar', 'leg', 'four', 'vaughan', 'lose', 'hi', 'middl', 'leg', 'stump', 'beaten', 'pace', 'ntini', 'trescothick', 'play', 'flatfoot', 'drive', 'pollock', 'halfvolley', 'goe', 'strsight', 'gulli', 'smith', 'capt', 'boje', 'kalli', 'gibb', 'princ', 'kemp', 'boucher', 'wkt', 'pollock', 'ntini', 'nel', 'hall', 'vaughan', 'capt', 'trescothick', 'jone', 'wkt', 'strauss', 'pietersen', 'bell', 'solanki', 'collingwood', 'gile', 'kabir', 'ali', 'harmison', 'wharf']"
cricket,"['streak', 'end', 'zim', 'disput', 'former', 'captain', 'heath', 'streak', 'ha', 'sign', 'contract', 'play', 'zimbabw', 'end', 'hi', 'month', 'disput', 'countri', 'cricket', 'author', 'streak', 'wa', 'sack', 'last', 'april', 'criticis', 'zimbabw', 'cricket', 'select', 'polici', 'need', 'finalis', 'aspect', 'contract', 'warwickshir', 'tie', 'intern', 'commit', 'yearold', 'said', 'otherwis', 'readi', 'play', 'zimbabw', 'select', 'streak', 'could', 'join', 'zimbabw', 'squad', 'south', 'africa', 'ad', 'put', 'weight', 'fulli', 'behind', 'captain', 'tatenda', 'taibu', 'rest', 'lad', 'warwickshir', 'meanwhil', 'expect', 'streak', 'play', 'thi', 'summer', 'plan', 'club', 'spokesman', 'keith', 'cook', 'told', 'bbc', 'sport', 'email', 'heath', 'overnight', 'via', 'hi', 'agent', 'state', 'want', 'coordin', 'hi', 'intern', 'commit', 'warwickshir', 'incorpor', 'view', 'hi', 'think', 'theori', 'would', 'major', 'conflict', 'interest', 'thi', 'summer', 'zimbabw', 'tour', 'south', 'africa', 'end', 'midmarch', 'action', 'septemb', 'play', 'host', 'new', 'zealand', 'streak', 'situat', 'discuss', 'warwickshir', 'committe', 'meet', 'monday', 'follow', 'streak', 'sack', 'zimbabw', 'player', 'resign', 'protest', 'gavin', 'ewe', 'barney', 'roger', 'andi', 'blignaut', 'also', 'return', 'fold', 'could', 'follow', 'suit', 'zc', 'say', 'negoti', 'remain', 'rebel', 'believ', 'grant', 'flower', 'essex', 'ray', 'price', 'worcestershir', 'unlik', 'sign', 'deal', 'commit', 'themselv', 'play', 'counti', 'cricket', 'england', 'next', 'season']"
cricket,"['hodg', 'earn', 'aussi', 'test', 'call', 'australia', 'name', 'prolif', 'batsman', 'brad', 'hodg', 'man', 'squad', 'test', 'seri', 'new', 'zealand', 'yearold', 'victorian', 'went', 'tour', 'india', 'last', 'year', 'ha', 'yet', 'play', 'test', 'despit', 'consist', 'perform', 'domest', 'cricket', 'veteran', 'batsman', 'darren', 'lehmann', 'need', 'shoulder', 'surgeri', 'miss', 'doe', 'allround', 'shane', 'watson', 'ha', 'recov', 'torn', 'side', 'muscl', 'first', 'three', 'test', 'christchurch', 'march', 'hodg', 'onli', 'play', 'one', 'warmup', 'match', 'tour', 'india', 'heavi', 'score', 'recent', 'week', 'victoria', 'ha', 'earn', 'nod', 'ahead', 'mike', 'hussey', 'andrew', 'symond', 'chairman', 'selector', 'trevor', 'hohn', 'said', 'ha', 'present', 'irresist', 'case', 'part', 'thi', 'tour', 'get', 'opportun', 'feel', 'confid', 'good', 'job', 'australia', 'said', 'dure', 'indian', 'seri', 'miss', 'spot', 'test', 'xi', 'wa', 'still', 'line', 'nation', 'select', 'hi', 'domest', 'form', 'ha', 'ensur', 'thi', 'case', 'hohn', 'say', 'small', 'size', 'squad', 'pose', 'problem', 'tourist', 'alreadi', 'new', 'zealand', 'first', 'four', 'oneday', 'intern', 'open', 'batsman', 'justin', 'langer', 'legspinn', 'shane', 'warn', 'join', 'monday', 'march', 'feel', 'thi', 'balanc', 'squad', 'believ', 'extend', 'size', 'tour', 'parti', 'beyond', 'player', 'hohn', 'ad', 'plenti', 'option', 'bat', 'ball', 'given', 'close', 'proxim', 'two', 'countri', 'alway', 'option', 'fli', 'player', 'seri', 'progress', 'pace', 'bowler', 'brett', 'lee', 'hope', 'play', 'hi', 'first', 'test', 'sinc', 'januari', 'last', 'year', 'impress', 'oneday', 'game', 'hohn', 'hint', 'face', 'tough', 'task', 'displac', 'glenn', 'mcgrath', 'jason', 'gillespi', 'michael', 'kasprowicz', 'took', 'combin', 'total', 'test', 'wicket', 'everyon', 'sing', 'prais', 'dure', 'period', 'onli', 'look', 'result', 'mani', 'side', 'score', 'mani', 'run', 'threeprong', 'attack', 'ricki', 'pont', 'capt', 'adam', 'gilchrist', 'michael', 'clark', 'jason', 'gillespi', 'matthew', 'hayden', 'brad', 'hodg', 'michael', 'kasprowicz', 'simon', 'katich', 'justin', 'langer', 'brett', 'lee', 'damien', 'martyn', 'glenn', 'mcgrath', 'shane', 'warn']"
cricket,"['weather', 'worri', 'pakistan', 'pakistan', 'voic', 'concern', 'choic', 'dharamshala', 'stage', 'onli', 'warmup', 'game', 'india', 'tuesday', 'practic', 'session', 'cancel', 'becaus', 'rain', 'forecast', 'gloomi', 'weekend', 'also', 'worri', 'travel', 'schedul', 'could', 'disrupt', 'practic', 'mohali', 'venu', 'first', 'test', 'go', 'back', 'way', 'came', 'two', 'flight', 'may', 'abl', 'practic', 'sunday', 'said', 'team', 'manag', 'salim', 'altaf', 'get', 'onli', 'one', 'day', 'net', 'mohali', 'pakistan', 'due', 'begin', 'threeday', 'game', 'indian', 'board', 'presid', 'xi', 'altitud', 'dharamshala', 'thursday', 'player', 'could', 'onli', 'watch', 'sky', 'hotel', 'hourlong', 'drive', 'kangra', 'airport', 'arriv', 'two', 'plane', 'becaus', 'short', 'runway', 'helpless', 'befor', 'natur', 'said', 'anurag', 'thakur', 'presid', 'local', 'himach', 'pradesh', 'cricket', 'associ', 'everybodi', 'keep', 'finger', 'cross', 'ad', 'play', 'want', 'go', 'test', 'seri', 'short', 'match', 'practic', 'wish', 'rain', 'would', 'go', 'away', 'said', 'altaf', 'meanwhil', 'chief', 'selector', 'wasim', 'bari', 'hope', 'shoaib', 'akhtar', 'absenc', 'inspir', 'mohammad', 'sami', 'new', 'level', 'tour', 'akhtar', 'miss', 'test', 'seri', 'becaus', 'hamstr', 'troubl', 'hope', 'return', 'oneday', 'miss', 'everi', 'player', 'need', 'extra', 'overcom', 'hi', 'loss', 'one', 'hope', 'responsibilti', 'best', 'sami', 'come', 'bari', 'said', 'spring', 'surpris', 'india', 'think', 'talent', 'side', 'bari', 'feel', 'team', 'capabl', 'respond', 'favour', 'disappoint', 'tour', 'australia', 'saw', 'heavili', 'beaten', 'threeday', 'test', 'also', 'lose', 'final', 'triangular', 'oneday', 'seri', 'obvious', 'made', 'mistak', 'last', 'tour', 'australia', 'must', 'capitalis', 'lesson', 'learnt', 'bari', 'observ', 'good', 'result', 'pave', 'way', 'young', 'team', 'get', 'right', 'path', 'attain', 'matur', 'tour', 'pakistan', 'first', 'india', 'sinc', 'look', 'aton', 'last', 'year', 'home', 'defeat', 'archriv', 'dalai', 'lama', 'ha', 'live', 'exil', 'dharamshala', 'sinc', 'flee', 'china', 'inaugur', 'thursday', 'match', 'origin', 'plan', 'report', 'pakistan', 'cricket', 'board', 'concern', 'hi', 'presenc', 'becaus', 'countri', 'good', 'relat', 'china', 'decis', 'ha', 'taken', 'dalai', 'lama', 'want', 'caus', 'inconveni', 'anyon', 'said', 'hi', 'spokesman', 'tenzin', 'takla']"
cricket,"['hayden', 'set', 'australia', 'win', 'second', 'oneday', 'intern', 'christchurch', 'australia', 'beat', 'new', 'zealand', 'run', 'ricki', 'pont', 'damien', 'martyn', 'provid', 'main', 'support', 'hayden', 'hit', 'two', 'six', 'four', 'eventu', 'total', 'game', 'wa', 'good', 'new', 'zealand', 'slump', 'repli', 'adam', 'gilchrist', 'take', 'five', 'catch', 'daniel', 'vettori', 'made', 'rapid', 'st', 'new', 'zealand', 'must', 'win', 'three', 'remain', 'match', 'take', 'seri', 'turnround', 'look', 'remot', 'possibl', 'jade', 'stadium', 'skipepr', 'stephen', 'fleme', 'chose', 'put', 'australia', 'win', 'toss', 'former', 'rugbi', 'star', 'jeff', 'wilson', 'includ', 'new', 'zealand', 'team', 'hi', 'first', 'oneday', 'intern', 'sinc', 'march', 'wa', 'taught', 'harsh', 'lesson', 'hi', 'six', 'cost', 'run', 'onli', 'leftarm', 'spinner', 'vettori', 'abl', 'exercis', 'ani', 'measur', 'control', 'australian', 'batsmen', 'gilchrist', 'wa', 'caught', 'behind', 'daryl', 'tuffey', 'second', 'ball', 'match', 'hayden', 'pont', 'set', 'put', 'thing', 'right', 'stand', 'second', 'wicket', 'pont', 'clear', 'rope', 'twice', 'race', 'ball', 'onli', 'ad', 'three', 'befor', 'wa', 'run', 'hamish', 'marshal', 'hayden', 'wa', 'hi', 'stride', 'martyn', 'ad', 'although', 'took', 'martyn', 'wa', 'run', 'final', 'ball', 'st', 'final', 'nine', 'cost', 'kiwi', 'run', 'australia', 'rais', 'tempo', 'hayden', 'centuri', 'came', 'ball', 'eventu', 'fell', 'catch', 'wilson', 'kyle', 'mill', 'leav', 'michael', 'clark', 'add', 'ball', 'mike', 'hussey', 'total', 'mount', 'past', 'new', 'ball', 'pair', 'brett', 'lee', 'glenn', 'mcgrath', 'made', 'short', 'work', 'new', 'zealand', 'top', 'order', 'claim', 'two', 'wicket', 'catch', 'behind', 'wicket', 'gilchrist', 'claim', 'anoth', 'andrew', 'symond', 'found', 'edg', 'craig', 'mcmillan', 'bat', 'chri', 'cairn', 'follow', 'caught', 'hayden', 'home', 'side', 'danger', 'embarrass', 'vettori', 'brendon', 'mccullum', 'halt', 'declin', 'share', 'stand', 'befor', 'mccullum', 'gave', 'return', 'catch', 'symond', 'finish', 'wilson', 'made', 'eighth', 'wicket', 'stand', 'end', 'came', 'quickli', 'onc', 'wa', 'caught', 'pont', 'jason', 'gillespi', 'pass', 'fifti', 'first', 'time', 'limit', 'intern', 'vettori', 'wa', 'deni', 'centuri', 'wa', 'caught', 'deep', 'squar', 'leg', 'gillespi', 'hit', 'four', 'hi', 'ball', 'knock', 'mill', 'wa', 'last', 'go', 'run', 'clark', 'set', 'quick', 'singl', 'sent', 'back', 'tuffey', 'p', 'fleme', 'j', 'astl', 'sinclair', 'wilson', 'mcmillan', 'j', 'marshal', 'l', 'cairn', 'b', 'mccullum', 'mill', 'l', 'vettori', 'r', 'tuffey', 'l', 'hayden', 'c', 'gilchrist', 'pont', 'r', 'martyn', 'symond', 'j', 'clark', 'e', 'hussey', 'b', 'hogg', 'lee', 'gillespi', 'mcgrath']"
